geometry,amenity
POINT (-87.6595267 41.8901294),bar
POINT (-87.6709499 41.8580855),restaurant
POINT (-87.7012475 41.9254643),restaurant
POINT (-87.7646921 41.9971836),restaurant
POINT (-87.6196823 41.8987007),restaurant
POINT (-87.6251268 41.8947069),restaurant
POINT (-87.6244992 41.8729469),bar
POINT (-87.6348661 41.9093),bar
POINT (-87.6563758 41.8309312),cafe
POINT (-87.7919753 41.7923623),cafe
POINT (-87.668097 41.9799755),restaurant
POINT (-87.6814225 41.8959957),restaurant
POINT (-87.668702 41.9507984),bar
POINT (-87.6488726 41.8870188),restaurant
POINT (-87.6247625 41.8851217),restaurant
POINT (-87.6252706 41.859079),restaurant
POINT (-87.6623445 41.9125365),restaurant
POINT (-87.6129712 41.8168214),cafe
POINT (-87.6477688 41.9360857),cafe
POINT (-87.6774207 41.9169911),bar
POINT (-87.6300745 41.8880886),restaurant
POINT (-87.6947404 41.9684443),cafe
POINT (-87.6732482 41.8957826),restaurant
POINT (-87.7172577 41.9393412),bar
POINT (-87.6353526 41.9113447),restaurant
POINT (-87.635527 41.9109894),bar
POINT (-87.63492 41.9090121),bar
POINT (-87.6348744 41.909098),restaurant
POINT (-87.6349428 41.9095177),restaurant
POINT (-87.6343138 41.9082856),restaurant
POINT (-87.6487892 41.9314578),bar
POINT (-87.634853 41.9077491),restaurant
POINT (-87.8084499 42.0118494),cafe
POINT (-87.6531808 41.9177188),cafe
POINT (-87.6891358 42.019379),bar
POINT (-87.7043718 41.9613634),bar
POINT (-87.7081814 41.948584),bar
POINT (-87.7426533 41.797984),bar
POINT (-87.7517861 41.9572465),cafe
POINT (-87.6331918 41.8797646),restaurant
POINT (-87.6627789 41.9008126),cafe
POINT (-87.6921544 41.9319751),restaurant
POINT (-87.7627801 41.9971695),restaurant
POINT (-87.6918767 41.9734206),bar
POINT (-87.6398545 41.8795853),restaurant
POINT (-87.6422699 41.8483763),bar
POINT (-87.6715995 41.9286184),bar
POINT (-87.6446863 41.9354011),bar
POINT (-87.6623901 41.9286414),restaurant
POINT (-87.718779 41.9394421),bar
POINT (-87.6579046 41.8580471),restaurant
POINT (-87.6982113 41.9390654),restaurant
POINT (-87.7550894 41.9611391),bar
POINT (-87.6600792 41.9730443),cafe
POINT (-87.6235734 41.8919452),restaurant
POINT (-87.7203955 41.6989754),bar
POINT (-87.8355974 41.9818797),bar
POINT (-87.6680529 41.9745124),bar
POINT (-87.6817638 41.7002691),bar
POINT (-87.6641441 41.8963937),bar
POINT (-87.6643172 41.9217939),restaurant
POINT (-87.6745486 41.9553987),bar
POINT (-87.7273404 41.9392104),bar
POINT (-87.7361651 41.9461358),cafe
POINT (-87.6705867 41.9614109),restaurant
POINT (-87.6264844 41.8794043),restaurant
POINT (-87.6679813 41.9794434),restaurant
POINT (-87.7065488 41.9278017),bar
POINT (-87.7237736 41.8044748),restaurant
POINT (-87.6260095 41.8922133),bar
POINT (-87.7787617 41.9532126),restaurant
POINT (-87.8047185 41.9232718),bar
POINT (-87.6708557 41.9431184),bar
POINT (-87.6877305 41.8893432),cafe
POINT (-87.6517588 41.8868857),bar
POINT (-87.6488313 41.9185677),restaurant
POINT (-87.6460027 41.9344594),restaurant
POINT (-87.6930068 41.9246574),bar
POINT (-87.6519592 41.9275165),restaurant
POINT (-87.6638791 41.9505757),restaurant
POINT (-87.7473521 41.7983775),bar
POINT (-87.6349408 41.8536025),restaurant
POINT (-87.671255 41.9034771),restaurant
POINT (-87.62637 41.8898208),restaurant
POINT (-87.6368163 41.8968482),bar
POINT (-87.6404069 41.8823506),restaurant
POINT (-87.6291164 41.8772435),bar
POINT (-87.6587377 41.9668838),restaurant
POINT (-87.6445602 41.9402531),restaurant
POINT (-87.770983 41.9529085),restaurant
POINT (-87.7364609 41.8809499),bar
POINT (-87.7078551 41.9559106),bar
POINT (-87.6576937 41.841515),bar
POINT (-87.6250674 41.8880327),bar
POINT (-87.721029 41.9371647),bar
POINT (-87.6636452 41.9284536),bar
POINT (-87.680397 41.8956638),restaurant
POINT (-87.6187821 41.8848467),restaurant
POINT (-87.6778752 41.9533646),bar
POINT (-87.7478527 41.9901042),restaurant
POINT (-87.7277384 41.946536),bar
POINT (-87.6900295 41.9100775),restaurant
POINT (-87.6597512 41.9800899),bar
POINT (-87.6296419 41.9041965),bar
POINT (-87.6542335 41.9179047),restaurant
POINT (-87.6561974 41.8909218),restaurant
POINT (-87.6638671 41.8959189),restaurant
POINT (-87.6401831 41.9248091),cafe
POINT (-87.6690006 41.9434656),restaurant
POINT (-87.622138 41.8798388),restaurant
POINT (-87.7938811 41.9383511),bar
POINT (-87.6420619 41.9285045),cafe
POINT (-87.6929126 41.9790793),cafe
POINT (-87.7032896 41.9266995),cafe
POINT (-87.6246247 41.9005593),restaurant
POINT (-87.6915162 41.9173381),cafe
POINT (-87.6312369 41.8888077),cafe
POINT (-87.6668038 41.9253339),restaurant
POINT (-87.6209646 41.8964014),cafe
POINT (-87.6610056 42.0022435),cafe
POINT (-87.6257647 41.8974109),cafe
POINT (-87.620108 41.8873276),cafe
POINT (-87.6936136 41.9819119),cafe
POINT (-87.5848676 41.7997751),restaurant
POINT (-87.6344719 41.8888053),restaurant
POINT (-87.6359257 41.8856045),restaurant
POINT (-87.6232241 41.8869672),restaurant
POINT (-87.6317483 41.8808447),restaurant
POINT (-87.6273305 41.892319),cafe
POINT (-87.7798669 41.9385703),cafe
POINT (-87.6342984 41.9042068),restaurant
POINT (-87.6596505 41.8580582),restaurant
POINT (-87.6533381 41.9219259),restaurant
POINT (-87.6530605 41.9215816),restaurant
POINT (-87.6684053 41.8548431),bar
POINT (-87.6642865 41.8579942),restaurant
POINT (-87.6637447 41.9445167),cafe
POINT (-87.7110497 41.9244495),cafe
POINT (-87.6697952 41.8575892),restaurant
POINT (-87.6460757 41.8871143),restaurant
POINT (-87.7102153 41.9249421),restaurant
POINT (-87.6986241 41.9974332),bar
POINT (-87.6672296 41.9074471),restaurant
POINT (-87.6456973 41.9180485),restaurant
POINT (-87.7035762 41.9319324),restaurant
POINT (-87.6683124 42.0161558),cafe
POINT (-87.6854312 41.9538699),restaurant
POINT (-87.6911495 41.9251527),cafe
POINT (-87.6550838 41.8692432),restaurant
POINT (-87.6416278 41.8929378),cafe
POINT (-87.5994738 41.8101162),cafe
POINT (-87.628485 41.8865361),restaurant
POINT (-87.6314984 41.8866089),bar
POINT (-87.6251848 41.8816638),restaurant
POINT (-87.6187789 41.8888586),bar
POINT (-87.6675367 41.9385233),cafe
POINT (-87.7142823 41.8952918),cafe
POINT (-87.66674 41.9669596),restaurant
POINT (-87.6304189 41.9036152),restaurant
POINT (-87.7323151 41.8076412),bar
POINT (-87.6389955 41.8786314),bar
POINT (-87.7198151 41.9539441),restaurant
POINT (-87.6339332 41.8312201),bar
POINT (-87.7115374 41.9314464),restaurant
POINT (-87.6551173 41.9450134),bar
POINT (-87.6792724 41.925444),cafe
POINT (-87.7274057 41.9401528),cafe
POINT (-87.7475371 41.9541352),cafe
POINT (-87.6210884 41.8901774),cafe
POINT (-87.6375946 41.8881823),bar
POINT (-87.6871299 41.9761285),bar
POINT (-87.6602722 41.9992),restaurant
POINT (-87.6759915 41.8956943),restaurant
POINT (-87.6468352 41.8913482),bar
POINT (-87.5870686 41.7589794),bar
POINT (-87.6773565 41.9189969),restaurant
POINT (-87.7083638 41.8083933),restaurant
POINT (-87.6345196 41.9126714),cafe
POINT (-87.6709073 41.938034),bar
POINT (-87.7161646 41.7070278),cafe
POINT (-87.6810058 41.9539652),cafe
POINT (-87.6593217 41.9332915),cafe
POINT (-87.6917627 41.9682956),cafe
POINT (-87.6494386 41.9504668),cafe
POINT (-87.6259889 41.8859648),bar
POINT (-87.6407591 41.9327184),bar
POINT (-87.6232135 41.8931976),restaurant
POINT (-87.6341999 41.8346792),bar
POINT (-87.6749398 41.9471523),bar
POINT (-87.6387037 41.878795),cafe
POINT (-87.6300195 41.8846088),cafe
POINT (-87.6229706 41.8942888),cafe
POINT (-87.6252478 41.8880277),cafe
POINT (-87.6314525 41.8914777),cafe
POINT (-87.7623018 41.9815209),bar
POINT (-87.651179 41.9367963),cafe
POINT (-87.6487892 41.9177735),restaurant
POINT (-87.6637061 41.9451152),restaurant
POINT (-87.6742287 41.8810096),bar
POINT (-87.6806315 41.9433969),restaurant
POINT (-87.6665475 41.9982845),bar
POINT (-87.6880221 41.9101324),restaurant
POINT (-87.6155741 41.8909189),cafe
POINT (-87.7041162 41.9273063),restaurant
POINT (-87.6192076 41.892086),bar
POINT (-87.658758 41.99469),restaurant
POINT (-87.6772409 41.9194305),bar
POINT (-87.6876655 41.9155759),cafe
POINT (-87.6870512 41.8950442),cafe
POINT (-87.6713226 41.6778605),bar
POINT (-87.6462872 41.8532108),bar
POINT (-87.6580771 41.9322793),bar
POINT (-87.6536608 41.869618),cafe
POINT (-87.6491808 41.932846),cafe
POINT (-87.6327771 41.879772),cafe
POINT (-87.6651378 41.9217431),restaurant
POINT (-87.7549131 41.9535366),bar
POINT (-87.6995161 41.899387),restaurant
POINT (-87.666291 41.921811),bar
POINT (-87.6256676 41.8986296),restaurant
POINT (-87.6320799 41.9041038),bar
POINT (-87.6997382 41.9391728),bar
POINT (-87.6216897 41.8940165),restaurant
POINT (-87.6548791 41.9470866),cafe
POINT (-87.6299061 41.8846095),cafe
POINT (-87.6252109 41.9002084),restaurant
POINT (-87.6296095 41.8802198),cafe
POINT (-87.6360949 41.8525597),restaurant
POINT (-87.6537986 41.8578407),restaurant
POINT (-87.6765997 41.9103836),bar
POINT (-87.6901182 41.9716883),cafe
POINT (-87.6395246 41.8836857),cafe
POINT (-87.7081531 41.895383),bar
POINT (-87.832673 41.951865),bar
POINT (-87.6444991 41.9377382),bar
POINT (-87.62476 41.881757),bar
POINT (-87.6557775 41.961622),bar
POINT (-87.6555863 41.963009),bar
POINT (-87.6364088 41.8986009),cafe
POINT (-87.6168158 41.8867541),cafe
POINT (-87.6466516 41.9352735),bar
POINT (-87.6475313 41.9092439),restaurant
POINT (-87.6766382 41.9034989),bar
POINT (-87.7671139 41.9492139),bar
POINT (-87.6523692 41.9376857),cafe
POINT (-87.6789791 41.9179598),bar
POINT (-87.6607127 41.9919519),cafe
POINT (-87.6287498 41.9021359),bar
POINT (-87.6868715 41.8625051),restaurant
POINT (-87.6779861 41.9535455),restaurant
POINT (-87.6880681 41.8013625),bar
POINT (-87.6675087 41.8932185),restaurant
POINT (-87.6550709 41.8852921),restaurant
POINT (-87.7945173 41.9591897),cafe
POINT (-87.6321478 41.855115),cafe
POINT (-87.6496265 41.9452065),bar
POINT (-87.6886037 41.9695753),restaurant
POINT (-87.6634876 41.9451277),restaurant
POINT (-87.6688274 41.6990717),cafe
POINT (-87.6627724 41.9980374),cafe
POINT (-87.6605853 41.9655242),cafe
POINT (-87.8157881 42.0023562),bar
POINT (-87.6990832 41.9242728),bar
POINT (-87.6743561 41.9086779),restaurant
POINT (-87.6576412 41.9031367),restaurant
POINT (-87.6376591 41.9003849),restaurant
POINT (-87.8054365 41.9236385),bar
POINT (-87.6259992 41.7935527),cafe
POINT (-87.6483014 41.9494171),bar
POINT (-87.6246714 41.8817593),cafe
POINT (-87.649237 41.9449947),restaurant
POINT (-87.5861891 41.7993946),bar
POINT (-87.5858009 41.7320155),bar
POINT (-87.6614074 41.9363597),restaurant
POINT (-87.6685818 41.9774135),bar
POINT (-87.6255603 41.9009183),restaurant
POINT (-87.6707542 41.9398986),restaurant
POINT (-87.6539754 41.9402434),bar
POINT (-87.7845399 41.9942585),bar
POINT (-87.672127 41.8863189),bar
POINT (-87.672566 41.9447486),bar
POINT (-87.6841486 41.8932472),restaurant
POINT (-87.65722 41.9731287),cafe
POINT (-87.6734467 41.9617643),cafe
POINT (-87.6693839 41.979702),cafe
POINT (-87.616159 41.8920723),bar
POINT (-87.6263798 41.8811741),restaurant
POINT (-87.6638657 41.8963373),restaurant
POINT (-87.6263756 41.865387),restaurant
POINT (-87.6591825 41.9217553),cafe
POINT (-87.6404856 41.9109081),restaurant
POINT (-87.6640205 41.9137616),restaurant
POINT (-87.6289021 41.8881581),bar
POINT (-87.6687371 41.9322813),bar
POINT (-87.6618521 41.8695048),restaurant
POINT (-87.6343653 41.8383786),restaurant
POINT (-87.6905784 41.9342762),bar
POINT (-87.6714232 41.9431375),restaurant
POINT (-87.6445689 41.9368175),bar
POINT (-87.6634252 41.8580305),restaurant
POINT (-87.6283595 41.8970455),restaurant
POINT (-87.6410082 41.8841694),restaurant
POINT (-87.6485296 41.9128766),bar
POINT (-87.6704983 41.9942912),bar
POINT (-87.6665181 42.0080555),bar
POINT (-87.6496107 41.8859157),restaurant
POINT (-87.623288 41.8980875),cafe
POINT (-87.6416208 41.9332106),bar
POINT (-87.7283439 41.9703599),bar
POINT (-87.6248352 41.8816018),bar
POINT (-87.6380077 41.918593),restaurant
POINT (-87.6408687 41.9199929),restaurant
POINT (-87.6492749 41.9344071),bar
POINT (-87.6878482 41.967833),cafe
POINT (-87.6773811 41.9179762),bar
POINT (-87.6236318 41.8850813),restaurant
POINT (-87.6095322 41.8918168),restaurant
POINT (-87.6208279 41.8916193),cafe
POINT (-87.6258173 41.8352402),cafe
POINT (-87.6325921 41.8510926),restaurant
POINT (-87.7078513 41.9172303),bar
POINT (-87.6772749 41.9119269),cafe
POINT (-87.6322348 41.8866758),cafe
POINT (-87.6999981 41.995135),restaurant
POINT (-87.6767514 41.9515876),bar
POINT (-87.6959965 41.9687174),restaurant
POINT (-87.659467 41.9947522),cafe
POINT (-87.6444787 41.9351529),restaurant
POINT (-87.6712618 41.8858542),bar
POINT (-87.7107064 41.9686008),restaurant
POINT (-87.7134121 41.8692223),cafe
POINT (-87.7190175 41.8535814),cafe
POINT (-87.6929357 41.9902257),bar
POINT (-87.6617604 41.9473236),restaurant
POINT (-87.6911666 41.97212),cafe
POINT (-87.6267974 41.8796241),restaurant
POINT (-87.6718303 41.9069146),cafe
POINT (-87.6757384 41.8083478),restaurant
POINT (-87.6465576 41.9329983),restaurant
POINT (-87.7275518 41.945475),bar
POINT (-87.5992704 41.7879781),cafe
POINT (-87.6492713 41.9332916),bar
POINT (-87.6096704 41.8918517),restaurant
POINT (-87.6181293 41.896598),cafe
POINT (-87.6705213 41.9061579),cafe
POINT (-87.718301 41.9541051),bar
POINT (-87.6639325 41.8694876),bar
POINT (-87.6904806 41.9027426),restaurant
POINT (-87.667071 41.8965552),cafe
POINT (-87.712106 41.9614195),cafe
POINT (-87.6250731 41.9002877),cafe
POINT (-87.6247958 41.8724836),cafe
POINT (-87.6628497 41.9357623),cafe
POINT (-87.5789625 41.7513951),cafe
POINT (-87.694408 41.8959484),restaurant
POINT (-87.6290753 41.8759007),cafe
POINT (-87.6693982 41.895838),cafe
POINT (-87.639797 41.9358429),cafe
POINT (-87.6761921 41.8961863),bar
POINT (-87.6262217 41.8740857),restaurant
POINT (-87.6298384 41.8896433),bar
POINT (-87.6393364 41.9108805),restaurant
POINT (-87.661109 41.811906),bar
POINT (-87.6756534 41.8962749),restaurant
POINT (-87.6566501 41.857839),restaurant
POINT (-87.6460503 41.9233475),bar
POINT (-87.7113891 41.9312206),bar
POINT (-87.7541054 41.9604315),bar
POINT (-87.6683174 41.9042478),cafe
POINT (-87.6758289 41.8319004),restaurant
POINT (-87.6331597 41.8531462),bar
POINT (-87.6638856 41.9335076),restaurant
POINT (-87.6641824 41.9362512),restaurant
POINT (-87.7072225 41.9298873),restaurant
POINT (-87.6485447 41.9316579),restaurant
POINT (-87.6707493 41.9975635),restaurant
POINT (-87.6799303 41.9563958),cafe
POINT (-87.6801392 41.9556851),bar
POINT (-87.6487565 41.8836567),cafe
POINT (-87.6679496 41.9089411),restaurant
POINT (-87.5889339 41.801484),bar
POINT (-87.6328346 41.8852909),restaurant
POINT (-87.6819711 41.705468),bar
POINT (-87.7537907 41.9313209),cafe
POINT (-87.6279773 41.9011631),restaurant
POINT (-87.6864334 41.9393248),bar
POINT (-87.6502846 41.9392288),bar
POINT (-87.8061595 41.9296844),cafe
POINT (-87.6345753 41.8892889),bar
POINT (-87.6545108 41.9415907),bar
POINT (-87.6474344 41.8918097),cafe
POINT (-87.6439071 41.8254352),bar
POINT (-87.6659032 41.9343695),bar
POINT (-87.7394333 41.9609937),bar
POINT (-87.6492354 41.9432707),bar
POINT (-87.7274061 41.8076226),bar
POINT (-87.6723328 41.9076554),restaurant
POINT (-87.7265701 41.9539018),cafe
POINT (-87.6778969 41.8875309),cafe
POINT (-87.6274021 41.8839004),bar
POINT (-87.6372735 41.8886183),cafe
POINT (-87.6793785 41.9029495),restaurant
POINT (-87.6745597 42.0099898),bar
POINT (-87.6128774 41.8168186),cafe
POINT (-87.699581 41.851718),cafe
POINT (-87.6583534 41.89088),cafe
POINT (-87.7039141 41.9244457),cafe
POINT (-87.7722949 41.9607098),bar
POINT (-87.6689374 41.895807),restaurant
POINT (-87.6467025 41.8778261),restaurant
POINT (-87.6989691 41.9242137),bar
POINT (-87.5427155 41.7026026),bar
POINT (-87.6589084 41.9498354),bar
POINT (-87.7070827 41.7495275),bar
POINT (-87.7470066 41.9358159),restaurant
POINT (-87.7543162 41.9243572),cafe
POINT (-87.6758258 41.8957548),restaurant
POINT (-87.5450587 41.6479848),bar
POINT (-87.6288876 41.8894454),cafe
POINT (-87.6606465 41.9947861),bar
POINT (-87.6373677 41.9185326),bar
POINT (-87.6408545 41.9325966),restaurant
POINT (-87.6318046 41.8902577),bar
POINT (-87.6485154 41.9266392),bar
POINT (-87.7238892 41.8055017),cafe
POINT (-87.6594383 41.9333248),restaurant
POINT (-87.7017482 41.925907),restaurant
POINT (-87.7056383 41.9613885),bar
POINT (-87.6414972 41.8928884),cafe
POINT (-87.629635 41.8780428),cafe
POINT (-87.6740659 41.8870697),cafe
POINT (-87.6697878 41.8575391),cafe
POINT (-87.6755899 41.9613575),bar
POINT (-87.6737278 41.9632016),restaurant
POINT (-87.6290617 41.9033723),bar
POINT (-87.6969757 41.8994082),cafe
POINT (-87.6806858 41.9798668),bar
POINT (-87.6750233 41.9616433),cafe
POINT (-87.6903059 41.8066764),cafe
POINT (-87.6885158 41.9656329),bar
POINT (-87.6373412 41.9341333),cafe
POINT (-87.7651298 41.7955737),bar
POINT (-87.659161 41.8851265),cafe
POINT (-87.6232413 41.8918898),cafe
POINT (-87.6242301 41.8854872),cafe
POINT (-87.6205143 41.8940604),cafe
POINT (-87.7109014 41.9244367),restaurant
POINT (-87.6643402 41.9219536),restaurant
POINT (-87.6467104 41.8655426),bar
POINT (-87.6595739 41.9837927),cafe
POINT (-87.6330669 41.8531267),restaurant
POINT (-87.6746234 41.9544464),cafe
POINT (-87.6827389 41.9434531),cafe
POINT (-87.7252846 41.9183265),bar
POINT (-87.6508302 41.9090638),restaurant
POINT (-87.626366 41.8803679),restaurant
POINT (-87.6655365 41.8691156),restaurant
POINT (-87.6543799 41.7211039),cafe
POINT (-87.6624694 41.869095),restaurant
POINT (-87.6082472 41.7583443),bar
POINT (-87.6512541 41.9270793),cafe
POINT (-87.6573946 41.8578025),bar
POINT (-87.6552862 41.9298635),bar
POINT (-87.6352285 41.8892786),restaurant
POINT (-87.6283507 41.8863329),restaurant
POINT (-87.7028442 41.9542487),restaurant
POINT (-87.6915995 41.9195848),restaurant
POINT (-87.6300183 41.8896952),restaurant
POINT (-87.6231997 41.894538),restaurant
POINT (-87.6777012 41.9128003),cafe
POINT (-87.7227968 41.7909988),cafe
POINT (-87.6339491 41.8949259),cafe
POINT (-87.6814389 41.9575579),cafe
POINT (-87.7455934 41.9733039),cafe
POINT (-87.6754979 41.9035307),cafe
POINT (-87.6268152 41.8539071),bar
POINT (-87.6647172 41.8963169),cafe
POINT (-87.6655805 41.8159941),bar
POINT (-87.6901818 41.8955719),cafe
POINT (-87.6504588 41.9263244),bar
POINT (-87.6159933 41.8095528),cafe
POINT (-87.620825 41.8915969),bar
POINT (-87.6669921 41.880305),restaurant
POINT (-87.6294661 41.8738709),restaurant
POINT (-87.6563348 41.9465696),bar
POINT (-87.7351204 41.792864),bar
POINT (-87.6866975 41.8989694),restaurant
POINT (-87.6320849 41.881728),bar
POINT (-87.6517138 41.9619258),bar
POINT (-87.6771283 41.9098184),bar
POINT (-87.6783231 41.9435223),bar
POINT (-87.6755998 41.9653736),restaurant
POINT (-87.6799662 41.8956256),restaurant
POINT (-87.7337071 41.9168599),restaurant
POINT (-87.6642957 41.8694789),restaurant
POINT (-87.6779363 41.920137),restaurant
POINT (-87.6676402 41.9687834),cafe
POINT (-87.6752388 41.9540054),cafe
POINT (-87.6276358 41.886084),bar
POINT (-87.6094511 41.8917824),cafe
POINT (-87.666102 41.87375),bar
POINT (-87.6398708 41.9181487),bar
POINT (-87.6378366 41.8812637),restaurant
POINT (-87.6543865 41.9406511),bar
POINT (-87.70669 41.8920421),bar
POINT (-87.6579243 41.9486374),bar
POINT (-87.6969506 41.8990442),bar
POINT (-87.6317924 41.8818534),restaurant
POINT (-87.6832356 41.9466297),bar
POINT (-87.6267847 41.8539929),bar
POINT (-87.655636 41.93012),bar
POINT (-87.6290966 41.8829726),restaurant
POINT (-87.6161107 41.8099311),bar
POINT (-87.6920884 41.9737441),cafe
POINT (-87.6613359 42.0053439),cafe
POINT (-87.7221138 41.9612494),restaurant
POINT (-87.6712981 41.6778456),bar
POINT (-87.7114512 41.9313998),restaurant
POINT (-87.7096689 41.9306627),restaurant
POINT (-87.6328568 41.8818261),cafe
POINT (-87.6766499 41.8989024),restaurant
POINT (-87.6716801 41.9030061),cafe
POINT (-87.6487786 41.9176217),restaurant
POINT (-87.6866105 41.8986252),bar
POINT (-87.7151597 41.9102381),bar
POINT (-87.7302765 41.9285568),cafe
POINT (-87.6325776 41.8347452),restaurant
POINT (-87.6303266 41.8822332),bar
POINT (-87.6340598 41.88294),bar
POINT (-87.6550852 41.9457853),bar
POINT (-87.6491398 41.9086893),bar
POINT (-87.6444242 41.935962),restaurant
POINT (-87.6399256 41.8749127),cafe
POINT (-87.7440371 41.9708243),bar
POINT (-87.6751445 41.9034515),restaurant
POINT (-87.7617101 41.9530273),bar
POINT (-87.6427944 41.8771477),cafe
POINT (-87.6254846 41.8656516),bar
POINT (-87.663414 41.9400544),restaurant
POINT (-87.6997624 41.9176452),restaurant
POINT (-87.6410036 41.8272743),cafe
POINT (-87.6487346 41.9183755),bar
POINT (-87.6784697 41.9112765),restaurant
POINT (-87.7617426 41.7745311),bar
POINT (-87.7386314 41.7561828),cafe
POINT (-87.6941954 41.9688043),restaurant
POINT (-87.637429 41.8971363),restaurant
POINT (-87.6789867 41.9758238),restaurant
POINT (-87.7157832 41.9573408),bar
POINT (-87.675137 41.8306416),cafe
POINT (-87.695898 41.9176924),restaurant
POINT (-87.7346906 41.9245881),restaurant
POINT (-87.6778211 41.9030259),restaurant
POINT (-87.6461377 41.8449645),restaurant
POINT (-87.6432988 41.9326539),restaurant
POINT (-87.663924 41.9507638),restaurant
POINT (-87.6595523 41.9731301),restaurant
POINT (-87.6279127 41.8610689),restaurant
POINT (-87.6558771 41.9287226),bar
POINT (-87.7079694 41.9175485),restaurant
POINT (-87.6655859 41.8579759),restaurant
POINT (-87.6712636 42.0013884),restaurant
POINT (-87.6401579 41.8863931),restaurant
POINT (-87.6231506 41.8850448),bar
POINT (-87.6614797 41.8694771),bar
POINT (-87.5989799 41.7948785),cafe
POINT (-87.7716072 41.9529153),cafe
POINT (-87.7703776 41.8798792),bar
POINT (-87.7270955 41.9449787),bar
POINT (-87.6618238 41.8912668),restaurant
POINT (-87.6670205 41.8989063),restaurant
POINT (-87.6687019 41.9534215),bar
POINT (-87.6512814 41.9397228),bar
POINT (-87.663056 41.9251122),bar
POINT (-87.697638 41.9391483),cafe
POINT (-87.7329115 41.9538165),bar
POINT (-87.6244084 41.8526562),restaurant
POINT (-87.6344869 41.9099123),restaurant
POINT (-87.6853788 41.9642595),restaurant
POINT (-87.664123 41.9250423),bar
POINT (-87.6822595 41.9594235),bar
POINT (-87.6229664 41.8951053),restaurant
POINT (-87.6547969 41.9455007),bar
POINT (-87.6055872 41.8912397),bar
POINT (-87.6666746 41.9662225),restaurant
POINT (-87.6451223 41.9230946),bar
POINT (-87.7895022 41.7919347),bar
POINT (-87.6771631 41.9108863),cafe
POINT (-87.6504598 41.9269434),cafe
POINT (-87.6393124 41.8237688),bar
POINT (-87.6210463 41.8861805),bar
POINT (-87.6572385 41.9478142),bar
POINT (-87.6757334 41.8544099),bar
POINT (-87.6547325 41.9294688),restaurant
POINT (-87.648845 41.9187992),bar
POINT (-87.6972279 41.9388637),bar
POINT (-87.6907321 41.89596),bar
POINT (-87.6843751 41.9178287),restaurant
POINT (-87.6274966 41.8922088),bar
POINT (-87.6638159 41.9524051),bar
POINT (-87.6450562 41.9321476),restaurant
POINT (-87.8075249 41.9503507),bar
POINT (-87.6779871 41.9210516),restaurant
POINT (-87.6243607 41.8599865),bar
POINT (-87.6637586 41.9468004),bar
POINT (-87.7278715 41.9557745),bar
POINT (-87.6225092 41.8938944),restaurant
POINT (-87.6492501 41.9440217),restaurant
POINT (-87.6968487 41.8954045),bar
POINT (-87.6825861 41.8879186),restaurant
POINT (-87.5819327 41.7953689),bar
POINT (-87.7041962 41.9274189),restaurant
POINT (-87.6444191 41.9358939),restaurant
POINT (-87.6572715 41.9178322),bar
POINT (-87.6709674 41.9026991),cafe
POINT (-87.6821999 41.8955443),restaurant
POINT (-87.6763868 41.9033814),restaurant
POINT (-87.6817912 41.8955557),bar
POINT (-87.6826786 41.9428974),restaurant
POINT (-87.6330617 41.8346866),bar
POINT (-87.6785143 41.9548597),restaurant
POINT (-87.7611571 41.9384719),cafe
POINT (-87.6681643 41.9343553),restaurant
POINT (-87.7016794 41.9258426),restaurant
POINT (-87.6606638 41.8586774),bar
POINT (-87.6585687 41.8913101),restaurant
POINT (-87.661554 41.9348552),bar
POINT (-87.6592419 41.9433812),cafe
POINT (-87.6260967 41.8858858),bar
POINT (-87.6308304 41.8723441),restaurant
POINT (-87.6751244 41.9087319),restaurant
POINT (-87.7270677 41.9172825),bar
POINT (-87.6705283 41.8693261),cafe
POINT (-87.5924044 41.7996753),restaurant
POINT (-87.659884 42.0006317),bar
POINT (-87.8013362 41.993437),bar
POINT (-87.6916405 41.9682955),restaurant
POINT (-87.7134362 41.9613392),restaurant
POINT (-87.7683078 41.9313676),bar
POINT (-87.7152503 41.8445808),bar
POINT (-87.6483011 41.9177296),bar
POINT (-87.5886845 41.8005317),bar
POINT (-87.6427525 41.8578705),bar
POINT (-87.801214 41.9306732),bar
POINT (-87.6475622 41.9357245),bar
POINT (-87.707152 41.9336022),restaurant
POINT (-87.6833702 41.8688898),restaurant
POINT (-87.6501144 41.8841206),bar
POINT (-87.6473202 41.8913768),restaurant
POINT (-87.6718379 41.9104081),restaurant
POINT (-87.6639155 41.934158),bar
POINT (-87.6866529 41.9004807),bar
POINT (-87.6261742 41.9009199),bar
POINT (-87.6417085 41.9272419),restaurant
POINT (-87.6305462 41.8796381),restaurant
POINT (-87.6412309 41.9270976),restaurant
POINT (-87.6766782 41.9100689),bar
POINT (-87.6466169 41.9478821),restaurant
POINT (-87.5866354 41.7609136),restaurant
POINT (-87.6410135 41.8842364),restaurant
POINT (-87.7845638 41.993398),bar
POINT (-87.6663564 42.0083767),bar
POINT (-87.6707332 41.9423073),bar
POINT (-87.6578099 41.8577374),bar
POINT (-87.6292502 41.9033279),bar
POINT (-87.6626385 41.9139157),bar
POINT (-87.6597871 41.9331414),bar
POINT (-87.6620632 41.8932944),bar
POINT (-87.6599082 41.8581626),cafe
POINT (-87.6386409 41.8786721),bar
POINT (-87.7083207 41.9559382),bar
